REC-211	2026-09-24T04:56:55.831Z	SCHEDULER #18	REC-184 DEFINITION_MOVED ruling owed at integration
REC-212	2026-09-24T06:12:19.720Z	SCHEDULER #18	completeness.statement_by on the case document (BOB #32 ruled b, 06:11Z)
REC-213	2026-09-24T19:06:35.075Z	HEAD	
REC-214	2026-09-24T21:21:52.232Z	HEAD	
REC-215	2026-09-24T21:22:00.536Z	HEAD	
REC-216	2026-09-24T21:27:33.805Z	HEAD	
REC-217	2026-09-24T22:09:28.767Z	HEAD	SCHEDULER #20: publish draft= binding (BOB #33 19:14Z); reading.dialect persistence (BOB #33 21:55Z)
REC-218	2026-09-24T22:09:28.767Z	HEAD	SCHEDULER #20: publish draft= binding (BOB #33 19:14Z); reading.dialect persistence (BOB #33 21:55Z)
REC-219	2026-09-24T23:10:54.811Z	HEAD	SCHEDULER #20: bio-case-document/4 carries pins_proposed (BOB #34 ruling)
REC-220	2026-09-25T00:54:16.676Z	SCHEDULER #21	Bob 00:40Z version doctrine item 1 (BOB #34 00:55Z)
